0.86389667841171,-1.16256988964987,0.5550229747261421,-0.0004854560293418,-0.0004074437870927,-0.8314718608165959,0.5555668703202288,0.0011710865774444,0.0014381914065477,0.2006210916219947,-1.4487895572007083,0.0020881682020626,-0.5060271579872668,0.1986436631932947,1.4489584272886251,0.0031626316499823,0.5031228722439909,-0.1010987107356764,0.0006799428410131,0.0012125193263449,0.2072146095153075,-0.0994190546196502,-0.0007243978450862,-0.098905813761698,0.000101827934665,-0.0007451617944913,0.2062072588398071,-0.1012930632404746,-0.0001424740079742
0.86409,-1.161351,0.555123,-0.002589,-0.002173,-0.831354,0.55573,0.006246,0.00767,0.203312,-1.443544,0.011137,-0.532145,0.192766,1.444445,0.016867,0.516655,-0.10586,0.003626,0.006467,0.216811,-0.096902,-0.003863,-0.094164,0.000543,-0.003974,0.211439,-0.106896,-0.00076
0.864373,-1.159569,0.555268,-0.005664,-0.004753,-0.831174,0.555963,0.013663,0.016779,0.207246,-1.435878,0.024362,-0.570317,0.184176,1.437848,0.036897,0.536434,-0.112818,0.007933,0.014146,0.230837,-0.093222,-0.008451,-0.087234,0.001188,-0.008694,0.219085,-0.115086,-0.001662
0.864634,-1.157928,0.555402,-0.008495,-0.00713,-0.830995,0.556169,0.020494,0.025168,0.210869,-1.428817,0.036543,-0.605475,0.176264,1.431772,0.055346,0.55465,-0.119227,0.011899,0.021219,0.243756,-0.089833,-0.012677,-0.080852,0.001782,-0.01304,0.226127,-0.122629,-0.002493
0.864894,-1.156286,0.555536,-0.011327,-0.009507,-0.830805,0.556367,0.027325,0.033558,0.214492,-1.421756,0.048724,-0.640634,0.168352,1.425697,0.073795,0.572867,-0.125637,0.015865,0.028292,0.256674,-0.086445,-0.016903,-0.074469,0.002376,-0.017387,0.233169,-0.130171,-0.003324
0.865155,-1.154645,0.55567,-0.014158,-0.011883,-0.830603,0.556558,0.034157,0.041947,0.218115,-1.414695,0.060905,-0.675792,0.16044,1.419621,0.092243,0.591084,-0.132046,0.019832,0.035365,0.269593,-0.083056,-0.021128,-0.068086,0.00297,-0.021734,0.240212,-0.137714,-0.004155
0.865415,-1.153004,0.555804,-0.016989,-0.014259,-0.83039,0.556741,0.040988,0.050337,0.221738,-1.407635,0.073086,-0.710951,0.152528,1.413545,0.110692,0.609301,-0.138455,0.023798,0.042438,0.282511,-0.079667,-0.025354,-0.061703,0.003564,-0.026081,0.247254,-0.145257,-0.004987
0.865676,-1.151363,0.555938,-0.01982,-0.016635,-0.830166,0.556916,0.047819,0.058726,0.225361,-1.400574,0.085267,-0.746109,0.144616,1.407469,0.129141,0.627517,-0.144864,0.027764,0.049511,0.29543,-0.076278,-0.02958,-0.055321,0.004158,-0.030427,0.254296,-0.1528,-0.005818
0.865936,-1.149722,0.556072,-0.022651,-0.019011,-0.82993,0.557084,0.054651,0.067116,0.228984,-1.393513,0.097448,-0.781267,0.136704,1.401393,0.147589,0.645734,-0.151273,0.031731,0.056584,0.308348,-0.072889,-0.033805,-0.048938,0.004752,-0.034774,0.261339,-0.160343,-0.006649
0.866197,-1.14808,0.556206,-0.025482,-0.021387,-0.829682,0.557244,0.061482,0.075505,0.232607,-1.386452,0.109629,-0.816426,0.128792,1.395317,0.166038,0.663951,-0.157682,0.035697,0.063657,0.321267,-0.0695,-0.038031,-0.042555,0.005346,-0.039121,0.268381,-0.167886,-0.00748
0.866457,-1.146439,0.55634,-0.028312,-0.023762,-0.829424,0.557396,0.068313,0.083894,0.23623,-1.379391,0.12181,-0.851584,0.12088,1.389242,0.184487,0.682168,-0.164091,0.039663,0.07073,0.334186,-0.066112,-0.042257,-0.036172,0.00594,-0.043468,0.275423,-0.175429,-0.008311
0.866718,-1.144798,0.556474,-0.031141,-0.026137,-0.829153,0.557541,0.075145,0.092284,0.239853,-1.37233,0.133991,-0.886743,0.112968,1.383166,0.202936,0.700384,-0.170501,0.04363,0.077803,0.347104,-0.062723,-0.046482,-0.02979,0.006534,-0.047815,0.282466,-0.182972,-0.009142
0.866978,-1.143157,0.556608,-0.033971,-0.028512,-0.828872,0.557678,0.081976,0.100673,0.243476,-1.365269,0.146172,-0.921901,0.105056,1.37709,0.221384,0.718601,-0.17691,0.047596,0.084876,0.360023,-0.059334,-0.050708,-0.023407,0.007128,-0.052161,0.289508,-0.190514,-0.009973
